expt_id,gDNA_well_id,Location_Code,Date,Sex,mosquito_id,notes,FreezerBox,Tube.Info,collected_outside
17,A01,PTA666,1/15/2014,M,IQT00001,,,,no
17,A02,PTA971A,6/20/2014,M,IQT00002,,,,no
17,A03,PTA971A,6/20/2014,M,IQT00003,,,,no
17,A04,PTA766,1/31/2014,M,IQT00004,,,,no
18,A01,PTA823A,2/18/2014,M,IQT00005,,,,no
18,A02,PTA823A,2/18/2014,M,IQT00006,,,,no
18,A03,PTA829A,2/1/2014,M,IQT00007,,,,no
18,A04,PTA867B,2/1/2014,M,IQT00008,,,,no
19,E01,PTA678,1/15/2014,M,IQT00009,,,,no
19,E02,PTA678,1/15/2014,M,IQT00010,,,,no
19,G01,PTA678,1/15/2014,M,IQT00011,,,,no
19,H01,PTB837,1/23/2014,M,IQT00012,,,,no
19,E02,PTA678,1/15/2014,M,IQT00013,,,,no
19,F02,PTA678,1/15/2014,M,IQT00014,,,,no
19,G02,PTB738B,1/22/2014,M,IQT00015,,,,no
19,H02,PTA278B,3/11/2014,M,IQT00016,,,,no
19,A03,PTA841,2/1/2014,M,IQT00017,,,,no
19,B03,PTB818A,2/1/2014,M,IQT00018,,,,no
19,C03,PTB105,2/10/2014,M,IQT00019,,,,no
19,D03,PTA261B,2/3/2014,M,IQT00020,,,,no
19,E03,PTA689,4/16/2014,M,IQT00021,,,,no
19,F03,PTB822B,4/29/2014,M,IQT00022,,,,no
19,G03,MY368A,4/1/2014,M,IQT00023,,,,no
19,H03,PTA010,4/15/2014,M,IQT00024,,,,no
19,A04,PTA841,2/1/2014,M,IQT00025,,,,no
19,B04,PTA816,2/1/2014,M,IQT00026,,,,no
19,C04,PTB884,2/7/2014,M,IQT00027,,,,no
19,D04,PTE019,2/1/2014,M,IQT00028,,,,no
19,E04,SA260,4/8/2014,M,IQT00029,,,,no
19,F04,PTB822B,4/29/2014,M,IQT00030,,,,no
19,G04,MY368A,4/1/2014,M,IQT00031,,,,no
19,H04,PTA010,4/15/2014,M,IQT00032,,,,no
19,A05,PTB391,6/30/2014,M,IQT00033,,,,no
19,B05,PTA887,6/13/2014,M,IQT00034,,,,no
19,C05,PTA760,6/13/2014,M,IQT00035,,,,no
19,D05,PTA627,6/26/2014,M,IQT00036,,,,no
19,A06,PTB391,6/30/2014,M,IQT00037,,,,no
19,B06,PTA887,6/13/2014,M,IQT00038,,,,no
19,C06,PTB707A,6/25/2014,M,IQT00039,,,,no
19,D06,PTB673,6/4/2014,M,IQT00040,,,,no
55,A01,PTA825A,1/29/2014,M,IQT00041,,,,no
55,B01,PTE119,1/27/2014,M,IQT00042,,,,no
55,C01,PTB649,1/4/2014,M,IQT00043,,,,no
55,D01,PTA282,1/30/2014,M,IQT00044,,,,no
55,E01,PTA936,1/14/2014,M,IQT00045,,,,no
55,F01,PTB111,1/9/2014,M,IQT00046,,,,no
55,G01,PTB122,2/1/2014,M,IQT00047,,,,no
55,H01,PTB807B,2/13/2014,M,IQT00048,,,,no
55,A02,PTA750,1/29/2014,M,IQT00049,,,,no
55,B02,PTE119,1/27/2014,M,IQT00050,,,,no
55,C02,PTA993,1/15/2014,M,IQT00051,,,,no
55,D02,PTA455,1/16/2014,M,IQT00052,,,,no
55,E02,PTB401,1/7/2014,M,IQT00053,,,,no
55,F02,PTA815B,1/10/2014,M,IQT00054,,,,no
55,G02,PTB114,2/26/2014,M,IQT00055,,,,no
55,H02,PTA632,2/7/2014,M,IQT00056,,,,no
55,A03,PTB272,2/16/2014,M,IQT00057,,,,no
55,B03,PTA195,2/3/2014,M,IQT00058,,,,no
55,C03,PTA046,2/6/2014,M,IQT00059,,,,no
55,D03,TA416,2/28/2014,M,IQT00060,,,,no
55,E03,PTA356A,4/24/2014,M,IQT00061,,,,no
55,F03,PTB939,4/23/2014,M,IQT00062,,,,no
55,G03,PTA050,4/29/2014,M,IQT00063,,,,no
55,H03,PTD404,4/16/2014,M,IQT00064,,,,no
55,A04,PTE127,2/19/2014,M,IQT00065,,,,no
55,B04,PTB116,2/25/2014,M,IQT00066,,,,no
55,C04,PTG207,2/28/2014,M,IQT00067,,,,no
55,D04,PTA808F,2/1/2014,M,IQT00068,,,,no
55,E04,PTA942,4/25/2014,M,IQT00069,,,,no
55,F04,PTA596,4/24/2014,M,IQT00070,location code is correct,,,no
55,G04,SAA790,4/1/2014,M,IQT00071,,,,no
55,H04,PTE180,4/15/2014,M,IQT00072,,,,no
55,A05,SA145A,4/16/2014,M,IQT00073,,,,no
55,B05,SA345,4/4/2014,M,IQT00074,,,,no
55,C05,PTA290B,4/24/2014,M,IQT00075,,,,no
55,D05,PTB673,5/22/2014,M,IQT00076,,,,no
55,E05,PTE047,5/6/2014,M,IQT00077,,,,no
55,F05,PTE043D,5/6/2014,M,IQT00078,,,,no
55,G05,PTD412,5/22/2014,M,IQT00079,,,,no
55,H05,PTE146,5/28/2014,M,IQT00080,,,,no
55,A06,PTA505,4/24/2014,M,IQT00081,,,,no
55,B06,PTB697,4/14/2014,M,IQT00082,,,,no
55,C06,PTB826,4/22/2014,M,IQT00083,,,,no
55,D06,PTB664,5/14/2014,M,IQT00084,location code is correct,,,no
55,E06,PTA488,5/22/2014,M,IQT00085,,,,no
55,F06,PTA148,5/22/2014,M,IQT00086,,,,no
55,G06,PTD451,5/13/2014,M,IQT00087,,,,no
55,H06,PTA999A,5/15/2014,M,IQT00088,,,,no
55,A07,PTA971B,6/27/2014,M,IQT00089,,,,no
55,B07,PTA037,6/17/2014,M,IQT00090,,,,no
55,C07,PTA208,6/12/2014,M,IQT00091,,,,no
55,D07,PTA939B,6/30/2014,M,IQT00092,,,,no
55,E07,PTA191,6/12/2014,M,IQT00093,,,,no
55,F07,PTA220,6/12/2014,M,IQT00094,,,,no
55,G07,PTA548,7/24/2014,M,IQT00095,,,,no
55,H07,PTD412,7/24/2014,M,IQT00096,,,,no
55,A08,PTA340E,6/16/2014,M,IQT00097,,,,no
55,B08,PTA538,6/18/2014,M,IQT00098,,,,no
55,C08,PTA560C,6/26/2014,M,IQT00099,,,,no
55,D08,PTB750,6/5/2014,M,IQT00100,,,,no
55,E08,PTA402,6/19/2014,M,IQT00101,,,,no
55,F08,PTA077B,6/17/2014,M,IQT00102,,,,no
55,G08,PTA208,7/23/2014,M,IQT00103,,,,no
55,H08,PTB706,7/21/2014,M,IQT00104,,,,no
55,A09,PTA711,7/23/2014,M,IQT00105,,,,no
55,B09,PTB378,7/23/2014,M,IQT00106,,,,no
55,C09,PTG215,7/22/2014,M,IQT00107,,,,no
55,D09,PTB042,7/21/2014,M,IQT00108,,,,no
55,E09,PTG210,8/11/2014,M,IQT00109,,,,no
55,F09,PTB823,8/18/2014,M,IQT00110,,,,no
55,G09,PTB115,8/11/2014,M,IQT00111,,,,no
55,H09,PTB917,8/6/2014,M,IQT00112,location code is correct,,,no
55,A10,PTA081,7/23/2014,M,IQT00113,,,,no
55,B10,PTA483,7/22/2014,M,IQT00114,,,,no
55,C10,PTA001A,7/22/2014,M,IQT00115,,,,no
55,D10,PTA467,7/2/2014,M,IQT00116,,,,no
55,E10,PTA167,8/8/2014,M,IQT00117,,,,no
55,F10,PTA496,8/18/2014,M,IQT00118,,,,no
55,G10,PTA835B,8/1/2014,M,IQT00119,,,,no
55,H10,PTA454,8/6/2014,M,IQT00120,,,,no
55,A11,PTB687A,8/4/2014,M,IQT00121,location code is correct,,,no
55,B11,PTB677,8/4/2014,M,IQT00122,,,,no
55,C11,PTA692,10/21/2014,M,IQT00123,,,,no
55,D11,PTB727,10/27/2014,M,IQT00124,,,,no
55,E11,PTA337,10/15/2014,M,IQT00125,,,,no
55,F11,PTA113A,10/28/2014,M,IQT00126,,,,no
55,G11,PTB827,10/20/2014,M,IQT00127,,,,no
55,H11,PTD434,10/23/2014,M,IQT00128,,,,no
55,A12,PTB774,8/7/2014,M,IQT00129,,,,no
55,B12,PTB120,8/8/2014,M,IQT00130,,,,no
55,C12,PTB938,10/21/2014,M,IQT00131,,,,no
55,D12,PTB727,10/27/2014,M,IQT00132,,,,no
55,E12,PTB906,10/15/2014,M,IQT00133,,,,no
55,F12,PTA966,10/23/2014,M,IQT00134,,,,no
55,G12,PTB272,10/15/2014,M,IQT00135,,,,no
55,H12,PTB673,10/31/2014,M,IQT00136,,,,no
60,A01,PTE076,1/23/2014,M,IQT00137,,,,no
60,B01,PTB678B,1/7/2014,M,IQT00138,location code is correct,,,no
60,C01,PTA944,1/14/2014,M,IQT00139,,,,no
60,D01,PTE687A,1/7/2014,M,IQT00140,,,,no
60,E01,PTA897,1/15/2014,M,IQT00141,,,,no
60,F01,PTA140,1/28/2014,M,IQT00142,,,,no
60,G01,PTA767B,2/3/2014,M,IQT00143,,,,no
60,H01,PTB688,2/13/2014,M,IQT00144,location code is correct,,,no
60,A02,PTA847,1/10/2014,M,IQT00145,location code is correct,,,no
60,B02,PTA971B,1/14/2014,M,IQT00146,,,,no
60,C02,PTA864,1/13/2014,M,IQT00147,,,,no
60,D02,PTB673,1/8/2014,M,IQT00148,,,,no
60,E02,PTB657C,1/8/2014,M,IQT00149,,,,no
60,F02,PTA010,1/29/2014,M,IQT00150,,,,no
60,G02,PTB361,2/19/2014,M,IQT00151,,,,no
60,H02,PTA819,2/24/2014,M,IQT00152,,,,no
60,A03,PTA167,1/28/2014,M,IQT00153,,,,no
60,B03,PTA708,2/26/2014,M,IQT00154,,,,no
60,C03,PTG180,2/1/2014,M,IQT00155,,,,no
60,D03,PTA093,2/10/2014,M,IQT00156,,,,no
60,E03,PTB878,4/14/2014,M,IQT00157,,,,no
60,F03,PTA373,4/24/2014,M,IQT00158,,,,no
60,G03,PTB342,4/14/2014,M,IQT00159,,,,no
60,H03,PTA811,4/21/2014,M,IQT00160,,,,no
60,A04,PTA684,2/3/2014,M,IQT00161,,,,no
60,B04,PTE027,2/1/2014,M,IQT00162,,,,no
60,C04,PTB769,2/3/2014,M,IQT00163,,,,no
60,D04,PTA660B,2/26/2014,M,IQT00164,,,,no
60,E04,PTA653B,4/16/2014,M,IQT00165,,,,no
60,F04,PTA177,4/22/2014,M,IQT00166,,,,no
60,G04,PTB820,4/23/2014,M,IQT00167,,,,no
60,H04,PTA526,4/25/2014,M,IQT00168,,,,no
60,A05,PTA283,4/24/2014,M,IQT00169,,,,no
60,B05,PTB350,4/24/2014,M,IQT00170,,,,no
60,C05,PTE091,5/6/2014,M,IQT00171,,,,no
60,D05,PTB376,5/13/2014,M,IQT00172,,,,no
60,E05,PTA831,5/7/2014,M,IQT00173,,,,no
60,F05,PTE020,5/13/2014,M,IQT00174,,,,no
60,G05,PTE116,5/28/2014,M,IQT00175,,,,no
60,H05,PTB344,5/6/2014,M,IQT00176,,,,no
60,A06,PTB334B,4/24/2014,M,IQT00177,,,,no
60,B06,PTB379,4/22/2014,M,IQT00178,,,,no
60,C06,PTB671A,5/22/2014,M,IQT00179,,,,no
60,D06,PTD416,5/28/2014,M,IQT00180,,,,no
60,E06,PTB401,5/13/2014,M,IQT00181,,,,no
60,F06,PTA149,5/7/2014,M,IQT00182,,,,no
60,G06,PTA391,5/22/2014,M,IQT00183,,,,no
60,H06,PTA784,5/13/2014,M,IQT00184,,,,no
60,A07,PTB656,6/27/2014,M,IQT00185,,,,no
60,B07,PTE011,6/26/2014,M,IQT00186,location code is correct,,,no
60,C07,PTA049,6/17/2014,M,IQT00187,,,,no
60,D07,PTA202,6/26/2014,M,IQT00188,,,,no
60,E07,PTE142,6/3/2014,M,IQT00189,,,,no
60,F07,PTA114,6/25/2014,M,IQT00190,,,,no
60,G07,PTE163A,7/2/2014,M,IQT00191,,,,no
60,H07,PTA016,7/22/2014,M,IQT00192,,,,no
60,A08,PTA417,6/19/2014,M,IQT00193,,,,no
60,B08,PTB805,6/5/2014,M,IQT00194,,,,no
60,C08,PTA131,6/25/2014,M,IQT00195,,,,no
60,D08,PTA882,6/13/2014,M,IQT00196,,,,no
60,E08,PTA323,6/16/2014,M,IQT00197,,,,no
60,F08,PTA308,6/16/2014,M,IQT00198,,,,no
60,G08,PTB936,7/23/2014,M,IQT00199,,,,no
60,H08,PTA216,7/23/2014,M,IQT00200,,,,no
60,A09,PTA360,7/23/2014,M,IQT00201,,,,no
60,B09,PTA793,7/4/2014,M,IQT00202,,,,no
60,C09,PTA186,7/23/2014,M,IQT00203,,,,no
60,D09,PTB923,7/22/2014,M,IQT00204,,,,no
60,E09,PTA663B,8/18/2014,M,IQT00205,,,,no
60,F09,PTG220,8/22/2014,M,IQT00206,,,,no
60,G09,PTA566,8/8/2014,M,IQT00207,,,,no
60,H09,PTA145,8/8/2014,M,IQT00208,,,,no
60,A10,PTB321,7/21/2014,M,IQT00209,,,,no
60,B10,PTA244,7/22/2014,M,IQT00210,,,,no
60,C10,PTA062,7/23/2014,M,IQT00211,,,,no
60,D10,PTB928,7/22/2014,M,IQT00212,,,,no
60,E10,PTA210,8/12/2014,M,IQT00213,,,,no
60,F10,PTE075A,8/21/2014,M,IQT00214,,,,no
60,G10,PTA649A,8/7/2014,M,IQT00215,,,,no
60,H10,PTA473,8/5/2014,M,IQT00216,,,,no
60,A11,PTB910,8/4/2014,M,IQT00217,,,,no
60,B11,PTE180,8/20/2014,M,IQT00218,,,,no
60,C11,PTB335,10/23/2014,M,IQT00219,,,,no
60,D11,PTA759,10/27/2014,M,IQT00220,,,,no
60,E11,PTE011,10/27/2014,M,IQT00221,location code is correct,,,no
60,F11,PTA645,10/15/2014,M,IQT00222,,,,no
60,G11,PTA250,10/2/2014,M,IQT00223,,,,no
60,H11,PTA168,10/16/2014,M,IQT00224,,,,no
60,A12,PTA199,8/1/2014,M,IQT00225,,,,no
60,B12,PTA474B,8/5/2014,M,IQT00226,location code is correct,,,no
60,C12,PTA941,10/31/2014,M,IQT00227,,,,no
60,D12,PTB048,10/27/2014,M,IQT00228,,,,no
60,E12,PTA136,10/15/2014,M,IQT00229,,,,no
60,F12,PTA344,10/15/2014,M,IQT00230,,,,no
60,G12,PTA132,10/15/2014,M,IQT00231,,,,no
60,H12,TAE469,10/7/2014,M,IQT00232,,,,no
63,A01,PTB365,2/13/2014,M,IQT00233,,4.A02,,no
63,B01,PTA563,2/1/2014,M,IQT00234,,4.B07,,no
63,C01,PTB863,2/20/2014,M,IQT00235,,4.D03,,no
63,D01,PTA513,2/6/2014,M,IQT00236,,4.F09,,no
63,E01,PTG132,2/1/2014,M,IQT00237,,4.H05,,no
63,F01,PTA642,2/3/2014,M,IQT00238,,4.J05,,no
63,G01,PTB379,2/19/2014,M,IQT00239,,4.L01,,no
63,H01,SA786,4/4/2014,M,IQT00240,,,,no
63,A02,PTB523,2/15/2014,M,IQT00241,,4.B04,,no
63,B02,PTB119,2/28/2014,M,IQT00242,,4.C08,,no
63,C02,PTA271,2/19/2014,M,IQT00243,,4000000,,no
63,D02,PTA292,2/20/2014,M,IQT00244,,4.G02,,no
63,E02,PTA826A,2/6/2014,M,IQT00245,,4.I02,,no
63,F02,PTE170A,2/19/2014,M,IQT00246,,4.K03,,no
63,G02,PTA397,2/21/2014,M,IQT00247,PTA394 might also be the location code - tube is hard to read,4.L06,,no
63,H02,PTA499,4/21/2014,M,IQT00248,,,,no
63,A03,PTB397,4/24/2014,M,IQT00249,,,,no
63,B03,PTB344,4/24/2014,M,IQT00250,,,,no
63,C03,PTA603,4/15/2014,M,IQT00251,,,,no
63,D03,PTA533,4/25/2014,M,IQT00252,,,,no
63,E03,PTA247,4/16/2014,M,IQT00253,,,,no
63,F03,PTA756,4/22/2014,M,IQT00254,,,,no
63,G03,PTA818B,5/6/2014,M,IQT00255,,,,no
63,H03,PTA327,5/6/2014,M,IQT00256,,,,no
63,A04,PTB356,4/14/2014,M,IQT00257,,,,no
63,B04,PTB909,4/14/2014,M,IQT00258,,,,no
63,C04,PTB669,4/22/2014,M,IQT00259,,,,no
63,D04,PTA119,4/29/2014,M,IQT00260,,,,no
63,E04,PTE120,4/15/2014,M,IQT00261,,,,no
63,F04,PTA118,4/24/2014,M,IQT00262,,,,no
63,G04,PTB119,5/27/2014,M,IQT00263,,,,no
63,H04,PTB748,5/15/2014,M,IQT00264,,,,no
63,A05,PTB342,5/13/2014,M,IQT00265,,,,no
63,B05,PTA858,5/7/2014,M,IQT00266,,,,no
63,C05,PTE037,5/13/2014,M,IQT00267,,,,no
63,D05,PTE057,5/27/2014,M,IQT00268,,,,no
63,E05,PTE047,5/27/2014,M,IQT00269,,,,no
63,F05,PTA660B,6/22/2014,M,IQT00270,,,,no
63,G05,MC688,6/30/2014,M,IQT00271,,,,no
63,H05,PTA121,6/30/2014,M,IQT00272,location code is correct,,,no
63,A06,PTA780,5/7/2014,M,IQT00273,,,,no
63,B06,PTA951,5/15/2014,M,IQT00274,,,,no
63,C06,PTB335,5/6/2014,M,IQT00275,,,,no
63,D06,PTB355,5/20/2014,M,IQT00276,location code is correct,,,no
63,E06,PTA847,5/14/2014,M,IQT00277,location code is correct,,,no
63,F06,PTB644,6/2/2014,M,IQT00278,,,,no
63,G06,PTA869,6/13/2014,M,IQT00279,,,,no
63,H06,PTB909,6/10/2014,M,IQT00280,,,,no
63,A07,PTA584,6/18/2014,M,IQT00281,,,,no
63,B07,PTE030,6/26/2014,M,IQT00282,,,,no
63,C07,PTE063,6/6/2014,M,IQT00283,,,,no
63,D07,PTB705,6/25/2014,M,IQT00284,,,,no
63,E07,PTD423,7/24/2014,M,IQT00285,,,,no
63,F07,PTA808E,7/21/2014,M,IQT00286,,,,no
63,G07,PTB280-268,7/21/2014,M,IQT00287,,,,no
63,H07,PTA756,7/23/2014,M,IQT00288,,,,no
63,A08,PTA336,6/16/2014,M,IQT00289,,,,no
63,B08,PTB403,6/3/2014,M,IQT00290,,,,no
63,C08,PTA165,6/30/2014,M,IQT00291,,,,no
63,D08,PTA062,6/17/2014,M,IQT00292,,,,no
63,E08,PTA140,7/23/2014,M,IQT00293,,,,no
63,F08,PTA799,7/22/2014,M,IQT00294,,,,no
63,G08,PTB715,7/21/2014,M,IQT00295,,,,no
63,H08,PTB397,7/21/2014,M,IQT00296,,,,no
63,A09,PTA464,7/3/2014,M,IQT00297,,,,no
63,B09,PTA810,7/21/2014,M,IQT00298,,,,no
63,C09,PTB349A,7/21/2014,M,IQT00299,,,,no
63,D09,PTA697,8/18/2014,M,IQT00300,,,,no
63,E09,PTA156,8/8/2014,M,IQT00301,,,,no
63,F09,PTA449,8/7/2014,M,IQT00302,,,,no
63,G09,PTB692,8/4/2014,M,IQT00303,location code is correct,,,no
63,H09,PTA921,8/1/2014,M,IQT00304,,,,no
63,A10,PTB942,7/23/2014,M,IQT00305,location code is correct,,,no
63,B10,PTA534A,7/24/2014,M,IQT00306,,,,no
63,C10,PTA999A,7/24/2014,M,IQT00307,,,,no
63,D10,PTB739,8/21/2014,M,IQT00308,,,,no
63,E10,PTB924,8/6/2014,M,IQT00309,,,,no
63,F10,PTA424,8/7/2014,M,IQT00310,,,,no
63,G10,PTB692,8/4/2014,M,IQT00311,location code is correct,,,no
63,H10,PTA814B,8/11/2014,M,IQT00312,,,,no
63,A11,PTB948,8/8/2014,M,IQT00313,,,,no
63,B11,PTA428,10/30/2014,M,IQT00314,,,,no
63,C11,PTB836,10/20/2014,M,IQT00315,,,,no
63,D11,PTA658,10/21/2014,M,IQT00316,,,,no
63,E11,PTB940B,10/30/2014,M,IQT00317,,,,no
63,F11,PTB047,10/20/2014,M,IQT00318,,,,no
63,G11,PTB662,10/24/2014,M,IQT00319,,,,no
63,H11,PTA740,10/27/2014,M,IQT00320,,,,no
63,A12,PTB779,8/1/2014,M,IQT00321,,,,no
63,B12,PTB844,10/14/2014,M,IQT00322,,,,no
63,C12,PTB953,10/30/2014,M,IQT00323,,,,no
63,D12,PTA993,10/17/2014,M,IQT00324,,,,no
63,E12,PTA411,10/14/2014,M,IQT00325,,,,no
63,F12,PTA545,10/30/2014,M,IQT00326,,,,no
63,G12,PTA108,10/22/2014,M,IQT00327,,,,no
63,H12,PTB432A,10/17/2014,M,IQT00328,,,,no
64,A01,PTB237,2/21/2014,M,IQT00329,,4.A05,,no
64,B01,SAB066,2/21/2014,M,IQT00330,,4.C05,,no
64,C01,PTB320,2/16/2014,M,IQT00331,,400,,no
64,D01,PTA661,2/19/2014,M,IQT00332,,4.G04,,no
64,E01,PTB620,2/6/2014,M,IQT00333,,4.H09,,no
64,F01,PTB672,2/7/2014,M,IQT00334,,4.I07,,no
64,G01,PTB563,2/18/2014,M,IQT00335,,4.K06,,no
64,H01,PTA082B,4/15/2014,M,IQT00336,,,,no
64,A02,PTA057,2/1/2014,M,IQT00337,,4.B01,,no
64,B02,PTA993,2/1/2014,M,IQT00338,,4.D09,,no
64,C02,PTD423,2/18/2014,M,IQT00339,,4.F03,,no
64,D02,PTB045,2/18/2014,M,IQT00340,,4.H08,,no
64,E02,PTD421,2/18/2014,M,IQT00341,,4.I04,,no
64,F02,PTA610B,2/7/2014,M,IQT00342,,4.J06,,no
64,G02,PTA150,2/19/2014,M,IQT00343,,4.L07,,no
64,H02,PTE141A,4/23/2014,M,IQT00344,,,,no
64,A03,PTB352,4/14/2014,M,IQT00345,,,,no
64,B03,TAB148,4/16/2014,M,IQT00346,SAB148 may be the location code - tube is hard to read,,,no
64,C03,MYB002A,4/4/2014,M,IQT00347,,,,no
64,D03,PTB680A,4/14/2014,M,IQT00348,location code is correct,,,no
64,E03,PTG205,4/16/2014,M,IQT00349,,,,no
64,F03,PTB390,4/22/2014,M,IQT00350,,,,no
64,G03,PTE171,5/20/2014,M,IQT00351,,,,no
64,H03,PTA874,5/17/2014,M,IQT00352,,,,no
64,A04,PTA291,4/16/2014,M,IQT00353,,,,no
64,B04,MY339A,4/1/2014,M,IQT00354,,,,no
64,C04,PTB932,4/15/2014,M,IQT00355,,,,no
64,D04,PTA383,4/16/2014,M,IQT00356,,,,no
64,E04,PTB819,4/29/2014,M,IQT00357,,,,no
64,F04,PTE042B,4/29/2014,M,IQT00358,,,,no
64,G04,PTA140,5/29/2014,M,IQT00359,,,,no
64,H04,PTA850,5/28/2014,M,IQT00360,,,,no
64,A05,PTA785,5/20/2014,M,IQT00361,,,,no
64,B05,PTA089,5/6/2014,M,IQT00362,,,,no
64,C05,PTA644,5/21/2014,M,IQT00363,,,,no
64,D05,PTE014,5/6/2014,M,IQT00364,,,,no
64,E05,PTE008,5/27/2014,M,IQT00365,,,,no
64,F05,PTA815B,6/26/2014,M,IQT00366,,,,no
64,G05,PTB952A,6/10/2014,M,IQT00367,,,,no
64,H05,PTA411,6/26/2014,M,IQT00368,,,,no
64,A06,PTE095,5/6/2014,M,IQT00369,,,,no
64,B06,PTA559,5/22/2014,M,IQT00370,,,,no
64,C06,PTA146,5/7/2014,M,IQT00371,,,,no
64,D06,PTA509,5/28/2014,M,IQT00372,,,,no
64,E06,PTA183,5/15/2014,M,IQT00373,,,,no
64,F06,PTA061A,6/25/2014,M,IQT00374,,,,no
64,G06,PTA039,6/23/2014,M,IQT00375,,,,no
64,H06,PTB940A2,6/27/2014,M,IQT00376,,,,no
64,A07,PTA313C,6/16/2014,M,IQT00377,,,,no
64,B07,PTA455,6/18/2014,M,IQT00378,,,,no
64,C07,PTB776,6/5/2014,M,IQT00379,,,,no
64,D07,PTB728,6/5/2014,M,IQT00380,,,,no
64,E07,PTA715,7/23/2014,M,IQT00381,,,,no
64,F07,PTA563,7/23/2014,M,IQT00382,,,,no
64,G07,PTA943A,7/24/2014,M,IQT00383,,,,no
64,H07,PTE163B,7/1/2014,M,IQT00384,,,,no
64,A08,PTA483,6/19/2014,M,IQT00385,,,,no
64,B08,PTA019,6/17/2014,M,IQT00386,,,,no
64,C08,PTE170B,6/9/2014,M,IQT00387,,,,no
64,D08,PTE003,6/5/2014,M,IQT00388,,,,no
64,E08,PTA377,7/24/2014,M,IQT00389,,,,no
64,F08,PTB959,7/23/2014,M,IQT00390,,,,no
64,G08,PTA189,7/23/2014,M,IQT00391,,,,no
64,H08,PTA095,7/23/2014,M,IQT00392,,,,no
64,A09,PTA183,7/23/2014,M,IQT00393,,,,no
64,B09,PTA988,7/1/2014,M,IQT00394,,,,no
64,C09,PTB360,7/21/2014,M,IQT00395,,,,no
64,D09,PTB098,8/21/2014,M,IQT00396,,,,no
64,E09,PTA786,8/11/2014,M,IQT00397,,,,no
64,F09,PTA863,8/21/2014,M,IQT00398,,,,no
64,G09,PTA884B,8/11/2014,M,IQT00399,,,,no
64,H09,PTB037B,8/4/2014,M,IQT00400,,,,no
64,A10,PTB887B,7/21/2014,M,IQT00401,,,,no
64,B10,PTA072,7/23/2014,M,IQT00402,,,,no
64,C10,PTB924,7/7/2014,M,IQT00403,,,,no
64,D10,PTA427,8/6/2014,M,IQT00404,,,,no
64,E10,PTA706,8/18/2014,M,IQT00405,,,,no
64,F10,PTB038,8/7/2014,M,IQT00406,,,,no
64,G10,PTB344,8/12/2014,M,IQT00407,,,,no
64,H10,PTA010,8/22/2014,M,IQT00408,,,,no
64,A11,PTA731,8/8/2014,M,IQT00409,,,,no
64,B11,PTA037,10/14/2014,M,IQT00410,,,,no
64,C11,PTA509,10/16/2014,M,IQT00411,,,,no
64,D11,PTA315,10/15/2014,M,IQT00412,,,,no
64,E11,PTA972,10/24/2014,M,IQT00413,,,,no
64,F11,PTB811,10/29/2014,M,IQT00414,,,,no
64,G11,PTG211,10/28/2014,M,IQT00415,,,,no
64,H11,PTA731,10/27/2014,M,IQT00416,,,,no
64,A12,PTB114B,8/1/2014,M,IQT00417,,,,no
64,B12,PTA561,10/17/2014,M,IQT00418,,,,no
64,C12,PTA643,10/21/2014,M,IQT00419,,,,no
64,D12,PTB809,10/29/2014,M,IQT00420,,,,no
64,E12,PTB331B,10/16/2014,M,IQT00421,,,,no
64,F12,PTA587,10/17/2014,M,IQT00422,,,,no
64,G12,PTA320,10/20/2014,M,IQT00423,,,,no
64,H12,PTA501,10/16/2014,M,IQT00424,,,,no
65,A01,PTA425,1/28/2014,M,IQT00425,,2.C05,,no
65,B01,PTE170A,1/24/2014,M,IQT00426,,2.F06,,no
65,C01,PTB793,1/22/2014,M,IQT00427,,2.I07,,no
65,D01,PTB634,1/8/2014,M,IQT00428,,2.B01,,no
65,E01,PTA951,1/14/2014,M,IQT00429,,2.G02,,no
65,F01,PTE169B,1/24/2014,M,IQT00430,,2.A05,,no
65,G01,PTA374,2/11/2014,M,IQT00431,,3.L03,,no
65,H01,PTE161B,2/1/2014,M,IQT00432,,3.00E+12,,no
65,A02,PTB895B,1/24/2014,M,IQT00433,,2.D01,,no
65,B02,PTB663B,1/8/2014,M,IQT00434,,2.C12,,no
65,C02,PTA481,1/13/2014,M,IQT00435,,2.B06,,no
65,D02,PTA816,1/29/2014,M,IQT00436,,2.00E+11,,no
65,E02,PTA608,1/31/2014,M,IQT00437,,2.H06,,no
65,F02,PTA666B2,1/15/2014,M,IQT00438,,2.A11,,no
65,G02,PTA742,2/11/2014,M,IQT00439,,30,,no
65,H02,PTA808,2/6/2014,M,IQT00440,,3.J08,,no
65,A03,PTB882,2/10/2014,M,IQT00441,,3.K02,,no
65,B03,PTA505,2/26/2014,M,IQT00442,,3.J05,,no
65,C03,PTA163,2/13/2014,M,IQT00443,,3.H12,,no
65,D03,PTA109,2/6/2014,M,IQT00444,,3000000,,no
65,E03,PTG013,4/29/2014,M,IQT00445,,,,no
65,F03,PTB807A,4/14/2014,M,IQT00446,,,,no
65,G03,PTA650,4/16/2014,M,IQT00447,,,,no
65,H03,PTB337,4/23/2014,M,IQT00448,PTB337 is likely the location code,,,no
65,A04,PT077A,2/10/2014,M,IQT00449,loc_code likely correct,3.L05,,no
65,B04,PTA674,2/13/2014,M,IQT00450,,3.C08,,no
